UNIQIDNEW,SHS_2CLA,NUMCARS_NEW,dyear,council,area,MD20QUIN,RTPSEGIS,RTParea,numkids,hhsize,hhtype_new,nssec2,seg,htcostsum_1,htcostsum_2,htcostsum_3,htcostsum_4,htcostsum_5,htcostsum_6,htcostsum_7,htcostsum_8,htcostsum_9,htcostamt_1,htcostamt_2,htcostamt_3,htcostamt_4,htcostamt_5,htcostamt_6,htcostamt_7,htcostamt_8,htcostamt_9,hb1,hb509,hc4,ht2a,hk2,hk3,hk4,hk5,mortgage_sum,mortgage_amt,rent_sum,rent_amt,shared_ownership_sum,shared_ownership_amt,ra1
4660452167,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Routine occupations,Unskilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,3120,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,Electric storage heaters,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,15
1315662228,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,3600,,,,,,,,,House or bungalow,Own it outright,3,Electric storage heaters,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
3355713347,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,2,Single parent,Routine occupations,Unskilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,2080,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Electric storage heaters,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,6
328823925,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,2,4,Small family,Lower managerial and professional occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,9
8904438744,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
6024740152,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Routine occupations,Unskilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,9
4799157423,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,2,5,Large family,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,16
7040747846,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,9
744516911,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,6,Large family,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,10
4863302754,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Lower supervisory and technical occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Don't manage very well,Yes,Yes,No,Renting HA/LA/PRS,,Renting - amount given by respondent,400,Renting HA/LA/PRS,,Less than one year
5244436879,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Intermediate occupations,Skilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,3180,,,,,,,,,House or bungalow,Own it outright,3,Heat pump systems,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
9918609274,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,,2880,,,100,,,,,,House or bungalow,Own it outright,4,Warm air central heating,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2842632006,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,2,4,Small family,Higher managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,700,Buying with a mortgage,,Buying with a mortgage,,4
1013628306,Urban,0,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,1,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,23
2702339632,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,2,Older smaller,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,2
5512192408,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount imputed,380,Renting HA/LA/PRS,,10
2243095222,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,3,5,Large family,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Manage quite well,No,,No,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",600,Renting HA/LA/PRS,,8
5797026185,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Manage very well,,,,Buying with mortgage - amount given by respondent,600,Buying with a mortgage,,Buying with a mortgage,,3
4906073888,Urban,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,3,Large adult,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,900,Buying with a mortgage,,Buying with a mortgage,,22
4620991037,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Higher managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,2
9178665936,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,5+,,Manage quite well,No,,Yes,OO without mortgage,,OO without mortgage,,OO without mortgage,,19
9302473617,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
7005040496,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5176118929,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Higher managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,516,,2400,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Central heating with radiators,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,600,Renting HA/LA/PRS,,Less than one year
562895477,Urban,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,5,Large adult,Small employers and own account workers,Own account workers (other than professional),"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,3000,,3000,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),4,Central heating with radiators,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,700,Renting HA/LA/PRS,,1
7620414793,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1560,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,2,Electric storage heaters,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,1
5362425647,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,18
1649428122,Urban,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,4,Large family,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount imputed,800,Buying with a mortgage,,Buying with a mortgage,,11
3021159806,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,350,Renting HA/LA/PRS,,3
3875026219,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,"Use, do not pay for fuel (free/DWP)",Do not use,Do not use,Do not use,Do not use,,3960,,,0,,,,,,House or bungalow,Own it outright,4,Warm air central heating,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,4
9099261215,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single adult,Routine occupations,Skilled manual workers,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,Electric storage heaters,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,540,Renting HA/LA/PRS,,12
9009139788,Urban,2+,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single pensioner,Higher managerial and professional occupations,Professional workers - employees,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,5
9382049236,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,540,Renting HA/LA/PRS,,2
8561499025,Urban,0,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,Electric storage heaters,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,330,Renting HA/LA/PRS,,18
5357754147,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,5+,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2697850168,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2128409302,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
8431067047,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,320,Renting HA/LA/PRS,,10
