UNIQIDNEW,SHS_2CLA,NUMCARS_NEW,dyear,council,area,MD20QUIN,RTPSEGIS,RTParea,numkids,hhsize,hhtype_new,nssec2,seg,htcostsum_1,htcostsum_2,htcostsum_3,htcostsum_4,htcostsum_5,htcostsum_6,htcostsum_7,htcostsum_8,htcostsum_9,htcostamt_1,htcostamt_2,htcostamt_3,htcostamt_4,htcostamt_5,htcostamt_6,htcostamt_7,htcostamt_8,htcostamt_9,hb1,hb509,hc4,ht2a,hk2,hk3,hk4,hk5,mortgage_sum,mortgage_amt,rent_sum,rent_amt,shared_ownership_sum,shared_ownership_amt,ra1
9704405674,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,410,Renting HA/LA/PRS,,30+
5626941556,Urban,2+,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,1,3,Small family,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2760,House or bungalow,Buying with mortgage/loan,2,Central heating with radiators,Manage quite well,,,,"Buying with mortgage - amount given by respondent, but not used in imputation routines",£200 or less,Buying with a mortgage,,Buying with a mortgage,,8
3826784799,Urban,2+,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,3,Small family,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,No,,No,Buying with mortgage - amount given by respondent,250,Buying with a mortgage,,Buying with a mortgage,,
9678107713,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Manage quite well,No,,No,"Buying with mortgage - amount given by respondent, but not used in imputation routines",£200 or less,Buying with a mortgage,,Buying with a mortgage,,30+
8075279015,Rural,2+,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,2,4,Small family,Higher managerial and professional occupations,Professional workers - employees,"Use, pay separately, amount given",Do not use,Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,,1800,,,7000,,,,,,House or bungalow,Buying with mortgage/loan,4,Central heating with radiators,Manage very well,No,,No,"Buying with mortgage - amount given by respondent, but not used in imputation routines","£1,320 or more",Buying with a mortgage,,Buying with a mortgage,,10
6860068906,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,2,3,Single parent,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount imputed,360,Renting HA/LA/PRS,,4
5893323128,Rural,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,660,House or bungalow,Buying with mortgage/loan,2,Central heating with radiators,Manage quite well,,,,Buying with mortgage - amount given by respondent,300,Buying with a mortgage,,Buying with a mortgage,,3
4840882220,Rural,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Don't manage very well,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,350,Renting HA/LA/PRS,,Less than one year
7372537502,Rural,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,3,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
361392676,Rural,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,2,4,Small family,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,2
105604665,Rural,2+,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,3,Large adult,Not classified,Inadequately described and not stated,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1560,1040,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,Central heating with radiators,Don't manage very well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,330,Renting HA/LA/PRS,,30+
5073674517,Urban,2+,2023 dataset/script,U,Ayrshire,2,S07000006,Strathclyde,0,3,Large adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,,Manage very well,No,,No,Buying with mortgage - amount given by respondent,550,Buying with a mortgage,,Buying with a mortgage,,17
615949748,Urban,2+,2023 dataset/script,U,Ayrshire,2,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,3000,House or bungalow,Own it outright,4,Central heating with radiators,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
1381215743,Urban,2+,2023 dataset/script,U,Ayrshire,4,S07000006,Strathclyde,1,3,Small family,Lower supervisory and technical occupations,Foremen and supervisors,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2700,House or bungalow,Buying with mortgage/loan,4,Central heating with radiators,Manage very well,,,,Buying with mortgage - amount given by respondent,600,Buying with a mortgage,,Buying with a mortgage,,
7618672819,Urban,2+,2023 dataset/script,U,Ayrshire,4,S07000006,Strathclyde,0,2,Older smaller,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,7
6283481042,Rural,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1560,House or bungalow,Own it outright,4,Central heating with radiators,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,
5576597494,Rural,2+,2023 dataset/script,U,Ayrshire,4,S07000006,Strathclyde,1,3,Small family,Lower managerial and professional occupations,Employers and managers - small establishments,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2400,House or bungalow,Buying with mortgage/loan,4,Central heating with radiators,Get by alright,,,,Buying with mortgage - amount imputed,1200,Buying with a mortgage,,Buying with a mortgage,,
6267482401,Urban,2+,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,1,3,Small family,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,20
9858483056,Urban,0,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1800,"A flat, maisonette or apartment (including )",Own it outright,2,Central heating with radiators,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2879825901,Urban,2+,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,0,3,Large adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
8142546382,Urban,2+,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,2,4,Large family,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,
312381434,Urban,2+,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Small adult,Intermediate occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,440,Buying with a mortgage,,Buying with a mortgage,,
4263272705,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,912,House or bungalow,Own it outright,2,Central heating with radiators,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,2
2876873636,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1800,House or bungalow,Rents (including rents paid by housing benefit),2,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,400,Renting HA/LA/PRS,,8
6547628622,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,1,4,Large adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,,,,Buying with mortgage - amount given by respondent,480,Buying with a mortgage,,Buying with a mortgage,,
6060476308,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,4,Large adult,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,3000,House or bungalow,Rents (including rents paid by housing benefit),3,Central heating with radiators,Have some financial difficulties,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,370,Renting HA/LA/PRS,,22
2152124597,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Lower supervisory and technical occupations,Foremen and supervisors,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2400,House or bungalow,Own it outright,2,Central heating with radiators,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,1
1029105308,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Single parent,Intermediate occupations,Junior non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2400,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,480,Renting HA/LA/PRS,,Less than one year
1500113682,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Don't manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,370,Renting HA/LA/PRS,,28
5819689375,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Small adult,Routine occupations,Unskilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Don't manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,2
6773107545,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single adult,Higher managerial and professional occupations,Employers and managers - large establishments,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,600,1272,,,,,,,,"A flat, maisonette or apartment (including )",Buying with mortgage/loan,1,Central heating with radiators,Manage very well,,,,Buying with mortgage - amount given by respondent,350,Buying with a mortgage,,Buying with a mortgage,,12
7407933436,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,2,3,Single parent,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,430,Renting HA/LA/PRS,,5
361596445,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,2
7876533102,Urban,2+,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,16
6194756287,Urban,1,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,0,2,Small adult,Intermediate occupations,Junior non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1560,"A flat, maisonette or apartment (including )",Buying with mortgage/loan,2,Central heating with radiators,Manage quite well,,,,Buying with mortgage - amount given by respondent,400,Buying with a mortgage,,Buying with a mortgage,,5
9734051380,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Don't manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,330,Renting HA/LA/PRS,,Less than one year
1634446048,Urban,0,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing","Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,Central heating with radiators,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount imputed,380,Renting HA/LA/PRS,,13
1690721149,Urban,0,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2358959038,Urban,0,2023 dataset/script,I,Ayrshire,5 - 20% least deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Refused,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
7832975955,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,10
9248470957,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Don't manage very well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,350,Renting HA/LA/PRS,,Less than one year
9226411422,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,340,Renting HA/LA/PRS,,17
1737140916,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,600,360,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Have some financial difficulties,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,8
3755845679,Rural,0,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,720,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,Electric storage heaters,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,320,Renting HA/LA/PRS,,2
813871046,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount missing",,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,Central heating with radiators,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount imputed,360,Renting HA/LA/PRS,,5
1079758942,Urban,0,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount imputed,350,Renting HA/LA/PRS,,22
2175833793,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,3
617478896,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1584,House or bungalow,Own it outright,3,Central heating with radiators,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,10
5167248864,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
4344902262,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,852,House or bungalow,Own it outright,2,Central heating with radiators,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,8
7336303368,Urban,2+,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Small adult,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
4036257775,Urban,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,864,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,Central heating with radiators,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,£290 or less,Renting HA/LA/PRS,,2
3244729904,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,1,3,Single parent,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Don't manage very well,,,,Renting HA/LA/PRS,,Renting - amount imputed,£290 or less,Renting HA/LA/PRS,,4
2205145797,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single adult,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,20
8748197485,Urban,0,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single adult,Routine occupations,Unskilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,560,Renting HA/LA/PRS,,3
8055775309,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,28
4931523833,Urban,2+,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Older smaller,Higher managerial and professional occupations,Employers and managers - large establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Have some financial difficulties,No,,No,Buying with mortgage - amount given by respondent,500,Buying with a mortgage,,Buying with a mortgage,,7
6836750595,Urban,2+,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Manage quite well,,,,"Buying with mortgage - amount given by respondent, but not used in imputation routines",£200 or less,Buying with a mortgage,,Buying with a mortgage,,3
7585309585,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Small adult,Lower supervisory and technical occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,350,Buying with a mortgage,,Buying with a mortgage,,30+
3043438895,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,3,Single parent,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2400,House or bungalow,Rents (including rents paid by housing benefit),2,Central heating with radiators,Don't manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,340,Renting HA/LA/PRS,,Less than one year
9366342136,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,5,Single parent,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,No,,No,Buying with mortgage - amount given by respondent,270,Buying with a mortgage,,Buying with a mortgage,,28
4209098797,Urban,2+,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,2,4,Small family,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),4,,Have some financial difficulties,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,600,Renting HA/LA/PRS,,5
5113192494,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,2,5,Large family,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,,Manage quite well,,,,Buying with mortgage - amount imputed,820,Buying with a mortgage,,Buying with a mortgage,,9
2983469912,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
3864862155,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single pensioner,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Don't manage very well,No,,Yes,OO without mortgage,,OO without mortgage,,OO without mortgage,,6
1493743635,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
7398428423,Rural,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,2,Small adult,Higher managerial and professional occupations,Professional workers - employees,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount missing","Use, do not pay for fuel (free/DWP)",Do not use,Do not use,Do not use,Do not use,,960,,,0,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Central heating with radiators,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,450,Renting HA/LA/PRS,,Less than one year
281148042,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,2,Small adult,Small employers and own account workers,Own account workers (other than professional),"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,660,1980,,,,,,,,House or bungalow,Own it outright,3,Central heating with radiators,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2825082760,Rural,2+,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,600,Buying with a mortgage,,Buying with a mortgage,,
8434263341,Urban,2+,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,1100,Buying with a mortgage,,Buying with a mortgage,,2
900436487,Urban,0,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Small adult,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,450,Renting HA/LA/PRS,,2
